biome * ffffff ffffff ffffff
block 1585 13 ff74401e
block 1585 14 ff90604b
block 1585 15 ff0f302d
block 1586 * ff8ea8a1
block 1587 * ffa679a6
block 1588 * ff4d4d50
block 1588 1 ff484849
block 1588 9 ff484849
block 1589 * ff18240f
block 1590 * ff75c968
block 1591 * ff7c7d77
block 1592 * 33b0bdff
block 1593 * ff423d3f
block 1594 0 ffe4eaeb
block 1594 1 ffdb792e
block 1594 2 ffab3dad
block 1594 3 ff5c77c5
block 1594 4 ffb6a322
block 1594 5 ff45ae3d
block 1594 6 ffcf6f9b
block 1594 7 ff3d3d3d
block 1594 8 ff939799
block 1594 9 ff1b6c8e
block 1594 10 ff7548aa
block 1594 11 ff2c2e8f
block 1594 12 ff523321
block 1594 13 ff33441e
block 1594 14 ff932828
block 1594 15 ff181717
block 1595 * ff2b7265
block 1596 * ff49484d
block 1596 0 ff505156
block 1596 2 ff505156
block 1597 * ff674d2e
block 1598 * ffeae5dd
block 1599 * ff11141a
block 1600 * ffa6551d
block 1601 * fff7f3d6
block 1602 * 5b148a7c
block 1603 * 5914877a
block 1604 * 314a6d57
block 1605 * 3b8d2c1d
block 1606 * ff535a5d
block 1607 * ff3b574b
block 1608 * ff2a2429
block 1609 * ffb3b3b6
block 1610 * ff2e2930
block 1611 * ff604a20
block 1611 1 ff6c6524
block 1612 * ff353038
block 1613 * ff450709
block 1614 * 33b0bdff
block 1615 * ff450709
block 1616 * ff450709
block 1617 * ff5d1a1e
block 1617 0 ff6b334a
block 1617 2 ff6b334a
block 1618 * ff393b4d
block 1618 0 ff396767
block 1618 2 ff396767
block 1619 * ff393b4d
block 1620 * ffa679a6
block 1621 * ff2b6863
block 1622 * ffe1e6aa
block 1623 * ff720202
block 1624 * fff7f3d6
block 1624 1 fff6f0cd
block 1624 2 fff6f1d0
block 1624 3 fff5efcc
block 1624 4 fff5efcc
block 1625 * ff230f3f
block 1626 0 ff821f1f
block 1627 0 ff2b7265
block 1628 * fff7f3d6
block 1629 * ff584539
block 1629 0 ff4b392e
block 1629 2 ff4f3d31
block 1629 3 ff534034
block 1629 4 ff5e4b3d
block 1629 5 ff544135
block 1630 * ff201713
block 1630 0 ff4b372c
block 1631 * ff49484d
block 1631 0 ff505156
block 1631 1 ff636264
block 1631 2 ff505156
block 1631 3 ff505156
block 1631 5 ff58585b
block 1631 9 ff58585b
block 1631 13 ff58585b
block 1632 * ff3c3b41
block 1632 0 ff404045
block 1632 2 ff505156
block 1632 3 ff525357
block 1632 4 ff505054
block 1632 5 ff636264
block 1632 6 ff48484e
block 1632 7 ff535458
block 1633 * ff353038
block 1633 0 ff2a2429
block 1633 3 ff2e2930
block 1633 4 ff2b252b
block 1633 5 ff382b26
block 1633 6 ff2b272f
block 1633 7 ff2a252e
block 1633 8 ff2a262d
block 1634 0 ff2e2e2e
block 1635 * ff8ea8a1
block 1635 0 ff2b1209
block 1635 1 ff2b1209
block 1636 * ff7f938d
block 1637 * ff2f171c
block 1637 0 ff281417
block 1637 2 ff4d0404
block 1637 3 ff480404
block 1637 4 ff510505
block 1637 5 ff065f5f
block 1637 6 ff055a59
block 1637 7 ff066362
block 1637 8 ff210c48
block 1637 9 ff1e0b44
block 1637 10 ff240d4b
block 1638 * ff066362
block 1638 0 ff2f171c
block 1638 1 ff332127
block 1638 2 ff2e161b
block 1638 3 ff32191d
block 1638 4 ff2e171b
block 1638 5 ff520505
block 1638 6 ff5c0606
block 1638 7 ff510404
block 1638 8 ff550505
block 1638 9 ff510404
block 1638 11 ff096b6c
block 1638 13 ff076666
block 1638 15 ff332127
block 1639 * ff28155b
block 1639 0 ff240e4b
block 1639 2 ff230d4b
block 1639 3 ff260e4f
block 1639 4 ff230d4b
block 1639 5 ff202020
block 1639 6 ff1d1d1d
block 1639 7 ff222222
block 1639 8 ff232323
block 1639 9 ff2b2b2b
block 1639 10 ff222222
block 1639 11 ff252525
block 1639 12 ff222222
block 1640 * ff4c2d10
block 1641 * ffa86e00
block 1642 0 ff431a67
block 1643 * ff265f0c
block 1644 * ff4db1b5
block 1645 * ff73362a
block 1646 * ff6f3633
block 1647 * ff476b42
block 1648 * ffd6f7d7
block 1649 * ff384b33
block 1650 * ff88351b
block 1650 0 ff67341e
block 1651 * ff606361
block 1652 * fffee3d0
block 1653 * 696a5b53
block 1654 * ffc3b37b
block 1655 * 89afafaf
block 1655 0 4badadad
block 1655 2 4badadad
block 1655 3 4badadad
block 1655 4 4badadad
block 1655 5 4badadad
block 1655 6 4badadad
block 1656 * 8980b4d0
block 1656 0 4b7eb2ce
block 1656 2 4b7eb2ce
block 1656 3 4b7eb2ce
block 1656 4 4b7eb2ce
block 1656 5 4b7eb2ce
block 1656 6 4b7eb2ce
block 1657 * ff821f1f
block 1658 * 89c5ab59
block 1658 0 4bc2a958
block 1658 2 4bc2a958
block 1658 3 4bc2a958
block 1658 4 4bc2a958
block 1658 5 4bc2a958
block 1658 6 4bc2a958
block 1659 * 89c0478a
block 1659 0 4bbd4689
block 1659 2 4bbd4689
block 1659 3 4bbd4689
block 1659 4 4bbd4689
block 1659 5 4bbd4689
block 1659 6 4bbd4689
block 1660 * ff4f6064
block 1660 0 ff5c5e5a
block 1660 2 ff355a46
block 1660 3 ff645d3e
block 1660 4 ff633c4e
block 1660 5 ff454642
block 1660 6 ff32474d
block 1660 7 ff2c4235
block 1660 8 ff4a452c
block 1660 9 ff482e39
block 1660 10 ff5c5e5a
block 1660 12 ff355a46
block 1660 13 ff645d3e
block 1660 14 ff633c4e
block 1661 * 8316303e
block 1661 0 833a3a3a
block 1661 2 830d291c
block 1661 3 83372d10
block 1661 4 83340d23
block 1662 * ff393b4d
block 1662 0 ff6b334a
block 1662 1 ff793852
block 1662 2 ff396767
block 1662 3 ff34807c
block 1662 4 ff5d1a1e
block 1662 5 ff89395a
block 1662 7 ff399693
block 1662 8 ff5d1a1e
block 1662 9 ff89395a
block 1662 11 ff399693
block 1662 12 ff5d1a1e
block 1662 13 ff89395a
block 1662 15 ff399693
block 1663 * ff315a59
block 1664 * ff600f0f
block 1665 * ff2b6863
block 1665 0 ff653046
block 1665 2 ff323064
block 1666 * ff353038
block 1666 0 ff2a2429
block 1666 2 ff2e2930
block 1666 8 ff2a2429
block 1666 10 ff2e2930
block 1667 * 337bae5f
block 1668 * ff2b6863
block 1668 0 ff653046
block 1668 2 ff323064
block 1668 8 ff653046
block 1668 10 ff323064
block 1669 * ff818282
block 1670 * ffaeaeb0
block 1671 * ff065f5f
block 1671 0 ff4d0404
block 1671 2 ff210c48
block 1671 3 ff202020
block 1671 8 ff4d0404
block 1671 10 ff210c48
block 1671 11 ff202020
block 1672 0 fff09246
block 1673 * ff550505
block 1673 0 ff32191d
block 1673 2 ff076666
block 1673 3 ff260e4f
block 1673 4 ff252525
block 1673 8 ff32191d
block 1673 10 ff076666
block 1673 11 ff260e4f
block 1673 12 ff252525
block 1674 * f8b49976
block 1675 * ff564235
block 1676 * ffc9bb61
block 1677 * ff636264
block 1677 0 ff505156
block 1677 2 ff404045
block 1677 3 ff525357
block 1677 4 ff48484e
block 1677 5 ff535458
block 1677 8 ff505156
block 1677 10 ff404045
block 1677 11 ff525357
block 1677 12 ff48484e
block 1677 13 ff535458
block 1678 * ff432a1b
block 1679 * ffe7e4db
block 1679 0 ffeae5dd
block 1679 2 ff8d4fdb
block 1679 3 ff8a4cda
block 1679 4 ff9152dc
block 1679 8 ffeae5dd
block 1679 10 ff8d4fdb
block 1679 11 ff8a4cda
block 1679 12 ff9152dc
block 1680 * ffbcd4ca
block 1681 * ffa6551d
block 1682 * ff323064
block 1683 * 92d69447
block 1684 * ff065f5f
block 1685 * ff210c48
block 1686 * ff202020
block 1687 * ff32191d
block 1688 * ff550505
block 1689 * ff5c5d59
block 1690 * ff260e4f
block 1691 * ff252525
block 1692 * ff606060
block 1693 0 50496a32
block 1693 1 52242e19
block 1693 2 5a5a7143
block 1693 3 6a293123
block 1693 4 9a5d8037
block 1693 5 7d464d1e
block 1693 6 655c707c
block 1693 7 50958753
block 1693 8 3b69672e
block 1693 9 50646e4d
block 1694 * ff2e2930
block 1695 * ff11141a
block 1695 1 ff171a23
block 1695 2 ff161921
block 1695 3 ff171b23
block 1695 4 ff171b23
block 1696 * ff564235
block 1697 * 33b0bdff
block 1698 * ff636264
block 1699 * ff5b1f1f
block 1700 * ff525357
block 1701 * ff48484e
block 1702 * ff535458
block 1703 * ffeae5dd
block 1704 * ff7c007c
block 1705 * ff807440
block 1706 * ff5e6e72
block 1707 * ff076666
block 1708 * ff404045
block 1709 * ff4d0404
block 1709 0 ff2c161a
block 1709 2 ff065f5f
block 1709 3 ff210c48
block 1709 4 ff332127
block 1709 5 ff32191d
block 1709 6 ff5c0606
block 1709 7 ff550505
block 1709 8 ff096b6c
block 1709 9 ff076666
block 1709 10 ff28155b
block 1709 11 ff260e4f
block 1709 12 ff202020
block 1709 13 ff2b2b2b
block 1709 14 ff252525
block 1710 * ff564235
block 1711 * ff636264
block 1711 0 ff49484d
block 1711 2 ff404045
block 1711 3 ff525357
block 1711 4 ff48484e
block 1711 5 ff535458
block 1712 * ffeae5dd
block 1712 0 ffe7e4db
block 1712 2 ffe7e4db
block 1712 3 ff8145d8
block 1712 4 ff8a4cda
block 1712 5 ff9152dc
block 1713 * ff828282
block 1713 1 ff9a733a
block 1713 2 ff6d5f1e
block 1713 11 ff9a733a
block 1713 12 ff6d5f1e
block 1713 13 ff6d5f1e
block 1714 0 ff2b6863
block 1715 0 ff323064
block 1716 * ffa6551d
block 1717 * ffa38a51
block 1718 0 ff210c48
block 1719 0 ff202020
block 1720 * ff653046
block 1721 * f04e7110
block 1722 * ff382b26
block 1723 0 ff200a3c
block 1724 0 da49198f
block 1725 * ffa9a9a9
block 1726 * 136d7359
block 1727 * ff9a6e4d
block 1728 * 13794b55
block 1729 * ff807440
block 1730 * 19bfd0c0
block 1731 * 19c7bcb9
block 1732 * ff7a7a7a
block 1733 * 1c313849
block 1734 * 1c313849
block 1735 * 1ce4ab2f
block 1736 * 1ce4ab2f
block 1737 * 1c31412c
block 1738 * ff281417
block 1739 * ff065f5f
block 1739 0 ff4d0404
block 1739 2 ff210c48
block 1739 3 ff202020
block 1739 8 ff4d0404
block 1739 10 ff210c48
block 1739 11 ff202020
block 1740 * 1c31412c
block 1741 * 69354531
block 1742 * 69615b5a
block 1743 * 69f5c138
block 1744 * ff59418b
block 1745 * 69486373
block 1746 * 69ddca51
block 1747 * ff63a08f
block 1748 * ff440406
block 1749 * b35e5f67
block 1750 * 694d574b
block 1751 * 695f5f60
block 1752 * 69f3c53e
block 1753 * ff818282
block 1754 * 693b404f
block 1755 * ff7c007c
block 1756 * 69cfa72d
block 1757 * ff5b5855
block 1757 0 ff650363
block 1757 1 ff560254
block 1758 * ffcecdcc
block 1758 0 ffcdccca
block 1758 1 ffc3c2c0
block 1758 2 ffc3c2c0
block 1758 3 ffc8c7c5
block 1758 4 ffc3c2c1
block 1758 5 ffc5c4c3
block 1759 * 69444c30
block 1760 * ff887e7d
block 1761 * 69e6a64d
block 1762 * 694c4450
block 1763 * ff653046
block 1764 * f301030c
block 1765 * 928714c3
block 1766 * ff653046
block 1767 * ff2b6863
block 1768 * ff130f08
block 1769 * ff353038
block 1770 * d7673248
block 1771 * c82f776f
block 1772 * ff2e2c5c
block 1773 * ff653046
block 1774 * ff77553b
block 1775 * ff323064
block 1776 * ff353038
block 1778 * ff2b7670
block 1779 * ff302e5f
block 1780 0 ff653046
block 1781 * ff653046
block 1782 * ff167879
block 1782 0 ff7b1110
block 1782 2 ff241472
block 1783 * ff7b1110
block 1784 * ff167879
block 1785 * ff241472
block 1786 * 1ea01e1f
block 1786 0 1e139785
block 1786 2 33251075
block 1787 * 5b148a7c
block 1787 0 5a7e0829
block 1787 2 26b22f2c
block 1787 3 3b982930
block 1787 4 60a01f2b
block 1787 5 5ba41c2c
block 1787 6 29157a76
block 1787 7 2c147f78
block 1787 8 46148b79
block 1787 9 39139582
block 1787 10 26544279
block 1787 11 3b46396c
block 1787 12 6044376c
block 1787 13 5b443571
block 1787 14 5a148978
block 1788 0 72840a38
block 1788 1 7882093a
block 1788 2 86860839
block 1788 3 7a8d0939
block 1788 4 7214726b
block 1788 5 78147068
block 1788 6 86147269
block 1788 7 7a14786b
block 1788 8 723a2e66
block 1788 9 782e265e
block 1788 10 86332967
block 1788 11 7a382b66
block 1788 12 722c241f
block 1788 13 782b221d
block 1788 14 862c231f
block 1788 15 7a302721
block 1789 * 653b18a4
block 1789 0 4f282663
block 1790 0 ff4d0404
block 1791 * 314a6d57
block 1791 0 3b8d2c1d
block 1791 2 2d462358
block 1792 * 8f334b0b
block 1792 1 97468498
block 1792 2 8f797420
block 1792 3 a8202e01
block 1792 5 97468498
block 1792 6 8f797420
block 1792 7 a8202e01
block 1792 9 97468498
block 1792 10 8f797420
block 1792 11 a8202e01
block 1792 13 97468498
block 1792 14 8f797420
block 1792 15 a8202e01
block 1793 * 5914877a
block 1793 0 46148f7c
block 1794 * 49267b6b
block 1794 0 49ad331f
block 1794 2 49523f6b
block 1795 * ff091a12
block 1796 0 503f395e
block 1797 * 7e3f4b8d
block 1798 * 29a65912
block 1798 0 3c884646
block 1798 2 432d6d60
block 1798 3 55855f49
block 1799 * ff609d84
block 1799 1 ff63a08f
block 1799 2 ff3b574b
block 1799 9 ff63a08f
block 1799 10 ff3b574b
block 1800 * ffdad29e
block 1801 0 ffb7b7d0
block 1802 * ffb7b7d0
block 1803 * ffb7b7d0
block 1804 * a530334e
block 1805 * ff77978d
block 1806 * ffb7b7d0
block 1807 * 228584b0
block 1808 * 8c4f341b
block 1809 * 0933657a
block 1809 0 0336697f
block 1809 2 22326276
block 1809 3 34325f73
block 1809 4 34325f73
block 1809 5 51315e71
block 1809 6 51315e71
block 1809 7 614b4755
block 1810 * ff173a07
block 1810 0 c0105902
block 1810 1 c0724630
block 1810 4 c0105902
block 1810 5 c0203104
block 1810 8 c0105902
block 1810 9 c0203104
block 1810 12 c0105902
block 1810 13 c0203104
block 1811 * 0f7f5e04
block 1811 0 067f6408
block 1811 2 20856606
block 1811 3 39816507
block 1811 4 4e81660f
block 1811 5 67795718
block 1811 6 7d6d4537
block 1811 7 8a8e5b43
block 1812 * cc830c0b
block 1812 0 2a7b0915
block 1812 1 787e0a0e
block 1812 2 787e0a0e
block 1813 * cc085a5e
block 1813 0 2a035a63
block 1813 1 78055a5f
block 1813 2 78055a5f
block 1814 * ffb7b7d0
block 1815 * ff021a07
block 1816 * ffc5c2b1
block 1817 * ff2b6863
block 1818 * ff63a08f
block 1819 * ff171109
block 1820 * ff323064
block 1821 * ff835854
block 1822 * ff2e5a57
block 1822 0 ff2a6562
block 1822 1 ff2f6f6d
block 1822 6 ff2f6f6d
block 1822 7 ff2f6f6d
block 1822 8 ff2a6562
block 1822 9 ff1f4a48
block 1822 14 ff1f4a48
block 1822 15 ff1f4a48
block 1823 * ff2a2429
block 1824 * ff653046
block 1825 * fff0e1a8
block 1826 * ff323064
block 1827 * ff252025
block 1828 * ff001c02
block 1829 * ffefe09e
block 1829 0 ffbf9e74
block 1829 10 ffbf9e74
block 1829 11 ffbf9e74
block 1829 12 ffbf9e74
block 1829 13 ffbf9e74
block 1829 15 ff776642
block 1830 * ff244648
block 1830 0 ff3f2638
block 1830 2 ff252b4e
block 1831 * ff5e423a
block 1832 * ff3a3a51
block 1833 * 6952406f
block 1834 * dbc7c7c7
block 1835 * ff736464
block 1836 * ff9152dc
block 1837 * ff3f3f3f
block 1838 * ff255e5e
block 1839 * ff5e5e25
block 1840 * ff444444
block 1841 * ffacc8be
block 1842 * ff444444
block 1843 * ff1c1c1c
block 1844 * ff1a1a1a
block 1845 * ff603b60
block 1846 * ff2b2b2b
block 1847 * ff4b6d6f
block 1848 * ff444444
block 1849 * ff33332c
block 1850 * ff444444
block 1851 * ff653b37
block 1852 * ff393a46
block 1853 * ffb3b3b6
block 1854 * ff353038
block 1854 0 ff2a2429
block 1854 2 ff2e2930
block 1855 * ffaeac9b
block 1856 * ffccc9b5
block 1857 * ff101010
block 1857 0 ff828383
block 1857 1 ff0f0f0f
block 1857 2 ffb3b3b6
block 1857 3 ff997162
block 1857 4 ff858586
block 1857 6 ffb8b8ba
block 1857 7 ff9f7262
block 1857 8 ff818282
block 1857 9 ff0f0f0f
block 1857 10 ffaeaeb0
block 1857 11 ff9b7060
block 1857 12 ff858585
block 1857 14 ffb3b3b6
block 1857 15 ff9a7161
block 1858 * ff471e4b
block 1859 * ff362e2d
block 1860 * ff444444
block 1861 0 6d523522
block 1861 1 6d3a5322
block 1861 4 ac3f281b
block 1861 5 ac2c401b
block 1861 8 ac3f281b
block 1861 9 ac2c401b
block 1861 12 ac3f281b
block 1861 13 ac2c401b
block 1862 * ff323064
block 1863 * ff3d2712
block 1864 0 ff444444
block 1864 1 ffb3312c
block 1864 2 ff339911
block 1864 3 ff51301a
block 1864 4 ff6666ff
block 1864 5 ff7b2fbe
block 1864 6 ff66ffff
block 1864 7 ffababab
block 1864 8 ff666666
block 1864 9 ffd88198
block 1864 10 ff66ff66
block 1864 11 ffffff66
block 1864 12 ffaaaaff
block 1864 13 ffc354cd
block 1864 14 ffeb8844
block 1864 15 fff0f0f0
block 1865 * ff272727
block 1866 * ffdddfa5
block 1867 * ff2b6863
block 1868 * ffdde7e7
block 1869 * ffaaaaaa
block 1870 * ff615540
block 1871 * ff525258
block 1872 * ff6a6030
block 1873 * 0b800101
block 1873 1 0bbaee02
block 1873 2 4f980101
block 1873 3 4f779801
block 1873 4 65bc6a01
block 1873 5 bf580ac0
block 1873 6 fff9ec4e
block 1873 7 ff61dbd5
block 1874 * ff30303b
block 1875 * b60b360c
block 1875 0 960b350c
block 1875 2 c70b380c
block 1875 3 c60b380c
block 1875 4 c60b380c
block 1875 5 960b350c
block 1875 7 c70b380c
block 1875 8 c70b380c
block 1875 9 c60b380c
block 1875 10 960b350c
block 1875 13 c70b380c
block 1875 14 c60b380c
block 1875 15 960b350c
block 1876 * ffe4e4e4
block 1877 * ffe8e6e1
block 1878 * ffe4e9e8
block 1879 * ffe7e4db
block 1880 0 ff2c1991
block 1881 * ffe4e3e2
block 1882 * ffe6e4e0
block 1883 * ff321514
block 1884 * ffe0dfdf
block 1885 * ff878b8f
block 1886 * ff6e7275
block 1887 * ff5e6164
block 1888 * ff506359
block 1889 * ff282a2b
block 1890 * 4f626262
block 1891 * 5b636363
block 1892 * 5b766f58
block 1893 * 5b596e76
block 1894 * 5b605c61
block 1895 * ffcdcdcc
block 1896 * ffdbdad9
block 1897 * ffbebebe
block 1898 * ffd1d0d0
block 1899 * ff73362a
block 1900 * ffebebe8
block 1901 * ffcbcbcb
block 1902 * ff8ea8a1
block 1903 * ffc3c3c3
block 1904 * 69436854
block 1905 * ff525258
block 1906 * cc1d094d
block 1906 0 2a1f0551
block 1906 1 781c064f
block 1906 2 781c064f
block 1907 * ffcbcdcd
block 1908 * ff634426
block 1908 0 ff5b3e28
block 1908 1 ff81796a
block 1908 2 ffb39f84
block 1908 4 ff605941
block 1908 5 ff5b7c7e
block 1908 6 ff8f9365
block 1908 7 ff73695a
block 1908 8 ff605941
block 1908 9 ff5b7c7e
block 1908 10 ff8f9365
block 1908 11 ff73695a
block 1908 12 ff5b3e28
block 1908 13 ff81796a
block 1908 14 ffb39f84
block 1909 * ff971209
block 1910 * ff609d84
block 1911 * ff1c1c1c
block 1912 * ff261731
block 1913 * ff41411a
block 1914 * 695b5f3c
block 1915 * ff1a4141
block 1916 * e9966d4e
block 1917 * ff2b2b2b
block 1918 * ff564235
block 1919 * ff5a2f40
block 1919 0 ff632e45
block 1919 1 ff6d334c
block 1919 6 ff6d334c
block 1919 7 ff6d334c
block 1919 8 ff632e45
block 1919 9 ff492233
block 1919 14 ff492233
block 1919 15 ff492233
block 1920 * a9080400
block 1921 * a38953d1
block 1922 * ff17220e
block 1923 * ff4d5d75
block 1924 * ff454545
block 1925 * ff8ea8a1
block 1926 * ff2b1211
block 1927 * 435b0202
block 1928 * ff7c007c
block 1929 * 9f7dadff
block 1929 1 9e84b2ff
block 1929 2 9e89b5ff
block 1929 3 9e93bcff
block 1930 * f85b3200
block 1931 * ffe0dcc8
block 1931 0 ffcdc9b1
block 1931 1 ffcdc9b1
block 1931 2 ffcdc9b1
block 1931 3 ffcdc9b1
block 1932 * ff997162
block 1933 * ffbf6a50
block 1933 1 ff9a7965
block 1933 2 ff6d916b
block 1933 3 ff4f997e
block 1933 5 ff9a7965
block 1933 6 ff6d916b
block 1933 9 ff9a7965
block 1933 10 ff6d916b
block 1933 11 ff4f997e
block 1933 13 ff9a7965
block 1933 14 ff6d916b
block 1934 * ff5b4303
block 1935 * ffb3b3b6
block 1936 * ff8a4cda
block 1937 * ff2b4f4e
block 1938 0 ff021c06
block 1938 1 ff15210c
block 1938 2 ff130f08
block 1938 3 ff1f1327
block 1938 4 ff091a12
block 1938 5 ff4c3406
block 1938 6 ff2b4f4e
block 1938 7 ff2b1211
block 1938 8 ff021a07
block 1938 9 ff17220e
block 1938 10 ff171109
block 1938 11 ff261731
block 1938 12 ff081b13
block 1938 13 ff543906
block 1938 14 ff2e5554
block 1938 15 ff2f1413
block 1939 * ffe1e6aa
block 1940 * ffcfcfd0
block 1941 * ffc3b37b
block 1943 * ff58585b
block 1943 0 ff636264
block 1943 2 ff636264
block 1944 * ff7f938d
block 1945 * 42771414
block 1946 * ff70ac31
block 1947 * ffb7b7b7
block 1948 * ff3d2712
block 1949 * ff511d1d
block 1950 * ff0f0f0f
block 1951 * 13775950
block 1952 * ff7f938d
block 1953 * ff4c3406
block 1954 * ffefe0ff
block 1954 1 ffebd8ff
block 1954 2 ffeddbff
block 1954 3 ffebd8ff
block 1954 4 ffebd8ff
block 1955 * ff444444
block 1956 * ff550505
block 1956 0 ff32191d
block 1956 2 ff076666
block 1956 3 ff260e4f
block 1956 4 ff252525
block 1956 8 ff32191d
block 1956 10 ff076666
block 1956 11 ff260e4f
block 1956 12 ff252525
block 1957 * b380655e
block 1958 * ffefe0ff
block 1959 * 2b738426
block 1960 * ff654a21
block 1960 0 ff9f8e69
block 1960 1 ff9f8e69
block 1960 2 ff9f8e69
block 1960 3 ff9f8e69
block 1961 * ff606361
block 1962 * ff607b64
block 1962 0 ff578066
block 1963 * ff4b392e
block 1964 * ffa38a51
block 1965 * ff636264
block 1965 0 ff505156
block 1965 2 ff404045
block 1965 3 ff525357
block 1965 4 ff48484e
block 1965 5 ff535458
block 1965 8 ff505156
block 1965 10 ff404045
block 1965 11 ff525357
block 1965 12 ff48484e
block 1965 13 ff535458
block 1966 * ff171109
block 1967 * 3f032814
block 1968 * ff091d14
block 1969 * ffe7e2da
block 1969 0 ffe7e2d9
block 1969 1 ff8b4eda
block 1969 2 ff7e43d7
block 1969 3 ffe7e2d9
block 1969 5 ff8e50db
block 1969 6 ff8044d7
block 1969 9 ff8e50db
block 1969 10 ff8044d7
block 1969 13 ff8e50db
block 1969 14 ff8044d7
block 1970 * ff959391
block 1970 1 ff94928f
block 1970 2 ffa69f92
block 1970 3 ff94928f
block 1970 4 ffa69f92
block 1971 * ff353038
block 1971 0 ff2a2429
block 1971 2 ff2e2930
block 1971 8 ff2a2429
block 1971 10 ff2e2930
block 1972 * ff4d0404
block 1973 * ff7c007c
block 1974 * ff8d5934
block 1974 1 ffbba76e
block 1974 2 ff8a5834
block 1974 3 ff855c37
block 1974 4 ff724a2d
block 1975 * ff67615f
block 1976 * 247b8168
block 1976 0 24292c17
block 1976 2 24437b69
block 1977 * 9b1a2731
block 1978 * ff323064
block 1979 * ff2f3b3f
block 1980 * ff303f30
block 1981 * ff96be6a
block 1981 0 ff98b677
block 1981 1 ff98b677
block 1981 2 ff98b677
block 1981 3 ff98b677
block 1982 * ff6c5f4a
block 1982 1 ff6e644c
block 1982 2 ff6d614b
block 1983 * ff9a6e4d
block 1984 * ff606361
block 1985 * ff808080
block 1986 * bc78c865
block 1987 * ffb7b7d0
block 1988 * ff3f3f4f
block 1989 * ff4c3406
block 1990 * ff2b6863
block 1991 * ff63a08f
block 1992 * ff828383
block 1993 * ff000005
block 1993 0 ff000000
block 1993 1 ff000000
block 1993 2 ff000000
block 1993 3 ff000001
block 1993 4 ff000001
block 1993 5 ff000002
block 1993 6 ff000002
block 1993 7 ff000003
block 1993 8 ff000003
block 1993 9 ff000004
block 1993 10 ff000004
block 1993 14 ff000006
block 1993 15 ff000006
block 1994 * ff663e16
block 1995 * 4e6a645b
block 1996 * ff653046
block 1997 * ffaaa796
block 1997 1 ffa7a291
block 1998 * 19c8b2bd
block 1999 * 5d590b05
block 2000 * ffc07615
block 2001 * ff818282
block 2002 * e8412d51
block 2003 * ff6f3347
block 2003 0 ff44314a
block 2004 * ff252525
block 2005 * ff9b7060
block 2006 * ff2b6863
block 2007 * ff100b19
block 2008 * ffa95b33
block 2009 * ff684648
block 2010 * ff835854
block 2011 * ff211655
block 2011 0 ff35346a
block 2011 1 ff3b3976
block 2011 2 ff35346a
block 2011 3 ff35346a
block 2011 5 ff413f82
block 2011 9 ff413f82
block 2011 13 ff413f82
block 2012 * ff021a07
block 2013 * ff564235
block 2014 * 6953526a
block 2015 * ffa679a6
block 2016 * ff89877a
block 2017 * ffa679a6
block 2018 * ff261731
block 2019 * ffb6b6b6
block 2019 0 ffb69898
block 2019 1 ff919191
block 2019 2 ffa1a1a1
block 2019 4 ff856555
block 2019 6 ff979e93
block 2019 9 ff969596
block 2019 10 ffa9a6ac
block 2019 11 ffa1a3a5
block 2020 0 ff065f5f
block 2021 * ff7d7d7d
block 2021 1 ff677967
block 2021 2 ff72776a
block 2021 3 ffdad29e
block 2021 9 ff677967
block 2021 10 ff72776a
block 2021 11 ffdad29e
block 2022 * fffee3d0
block 2022 1 fffddcc5
block 2022 2 fffddec9
block 2022 3 fffddcc5
block 2022 4 fffddcc5
block 2023 * ff4f7176
block 2024 * ff653046
block 2025 * ffb6b6b6
block 2025 0 ff969393
block 2025 1 ffacacac
block 2025 6 ff818181
block 2025 8 ff9b9b9b
block 2025 10 ffa0968e
block 2025 14 ffb5aca2
block 2026 * ffb6b6b6
block 2026 1 ff867e6f
block 2026 2 ffb5a9a3
block 2026 3 ffb3cacb
block 2026 4 ff666167
block 2026 5 ff919191
block 2026 7 ffcdcdcd
block 2026 9 ff595f63
block 2026 10 ff7b7380
block 2026 11 ff919191
block 2026 12 ff9d9c9f
block 2026 14 ffad9889
block 2026 15 ff806f86
block 2027 * ff363262
block 2027 0 ff353271
block 2027 1 ff3b377c
block 2027 6 ff3b377c
block 2027 7 ff3b377c
block 2027 8 ff353271
block 2027 9 ff272452
block 2027 14 ff272452
block 2027 15 ff272452
block 2028 * ff1e1326
block 2029 * ff34767d
block 2030 * ff5d4493
block 2031 * ff450709
block 2032 * ff5d1a1e
block 2032 1 ff89395a
block 2032 2 ff393b4d
block 2032 3 ff399693
block 2032 4 ff211655
block 2032 5 ff413f82
block 2033 * ff2c2c2c
block 2034 * ffdde7e7
block 2035 * ff6a6d70
block 2036 * ffe7e4db
block 2036 0 ffeae5dd
block 2036 2 ff8d4fdb
block 2036 3 ff8145d8
block 2036 4 ff8a4cda
block 2036 5 ff9152dc
block 2037 * 7284100c
block 2037 0 1b680100
block 2038 * ff2a2a2a
block 2039 * 64507135
block 2039 0 0901ab10
block 2039 1 0901ab10
block 2039 2 1701bb0f
block 2039 3 1701bb0f
block 2039 4 3600be10
block 2039 5 3600be10
block 2039 6 3600be10
block 2040 * ff21202c
block 2041 * ff2b2a33
block 2042 * ff3e202a
block 2043 * ff3c3f41
block 2044 * ff463933
block 2045 * 9a265f0c
block 2045 1 9a335133
block 2045 2 9a43582d
